epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,467.448,0.88176,1.55927,0.00252,0.59226,0.44526,0.52047,0.44254,0.60627,1.43172,0.00283,0.000781033,0.000781033,0.000781033
17,500.754,0.87689,1.53156,0.00255,0.69088,0.36273,0.48633,0.40838,0.6047,1.38065,0.00295,0.000759035,0.000759035,0.000759035
18,536.262,0.87395,1.48933,0.00263,0.65963,0.41847,0.50559,0.43735,0.59295,1.37809,0.00279,0.000737037,0.000737037,0.000737037
19,568.768,0.84029,1.51648,0.00264,0.65977,0.43833,0.5273,0.4541,0.61598,1.36637,0.00289,0.00071504,0.00071504,0.00071504
20,604.046,0.80285,1.48439,0.00251,0.5496,0.49127,0.52441,0.45078,0.57203,1.31408,0.00259,0.000693042,0.000693042,0.000693042
21,661.798,0.8366,1.41381,0.00253,0.56857,0.49127,0.55002,0.46959,0.6148,1.28832,0.00288,0.000671044,0.000671044,0.000671044
22,713.648,0.86662,1.4075,0.0023,0.58737,0.49127,0.54565,0.46772,0.62299,1.26622,0.0029,0.000649046,0.000649046,0.000649046
23,762.107,0.8035,1.39863,0.00238,0.6208,0.50122,0.5256,0.45305,0.56567,1.21883,0.00273,0.000627048,0.000627048,0.000627048
24,786.366,0.83952,1.35458,0.00253,0.63571,0.52542,0.52799,0.45979,0.56934,1.20023,0.00265,0.000605051,0.000605051,0.000605051
25,810.577,0.85533,1.34947,0.00242,0.78849,0.41344,0.58392,0.50648,0.5898,1.18411,0.00269,0.000583053,0.000583053,0.000583053
26,830.284,0.82383,1.29888,0.00224,0.7629,0.427,0.59082,0.50589,0.61408,1.17619,0.00277,0.000561055,0.000561055,0.000561055
27,849.598,0.80191,1.28889,0.00249,0.78179,0.42843,0.57366,0.48756,0.59379,1.16035,0.00262,0.000539057,0.000539057,0.000539057
28,868.445,0.77584,1.27408,0.00236,0.83024,0.40263,0.53822,0.45678,0.56837,1.1358,0.00241,0.000517059,0.000517059,0.000517059
29,899.543,0.78448,1.27838,0.00239,0.8013,0.41976,0.5394,0.46102,0.58512,1.12769,0.00265,0.000495062,0.000495062,0.000495062
30,934.794,0.79503,1.24909,0.00222,0.83821,0.40745,0.54878,0.46947,0.57744,1.11936,0.00272,0.000473064,0.000473064,0.000473064
31,955.576,0.80429,1.22776,0.00217,0.78242,0.41412,0.55307,0.4785,0.54122,1.0949,0.00233,0.000451066,0.000451066,0.000451066
32,981.13,0.80019,1.19105,0.0022,0.77769,0.41412,0.54966,0.47333,0.5495,1.08203,0.00241,0.000429068,0.000429068,0.000429068
33,1017.82,0.80836,1.23167,0.00238,0.77921,0.41844,0.55007,0.47613,0.55748,1.08845,0.00253,0.00040707,0.00040707,0.00040707
34,1051.06,0.77694,1.2125,0.00226,0.77262,0.41844,0.55454,0.48415,0.53576,1.07474,0.00238,0.000385073,0.000385073,0.000385073
35,1088.58,0.81943,1.14841,0.00215,0.77496,0.42178,0.55739,0.48557,0.51424,1.06545,0.00221,0.000363075,0.000363075,0.000363075
36,1113.7,0.77962,1.18252,0.0022,0.79457,0.43252,0.55621,0.48421,0.50984,1.04862,0.00218,0.000341077,0.000341077,0.000341077
37,1133.2,0.75468,1.15218,0.00208,0.80302,0.43977,0.55613,0.48542,0.53746,1.04518,0.0024,0.000319079,0.000319079,0.000319079
38,1152.09,0.78587,1.18521,0.00224,0.81113,0.43689,0.55556,0.48379,0.54084,1.04319,0.00247,0.000297081,0.000297081,0.000297081
39,1170.28,0.75362,1.15119,0.00215,0.81815,0.43546,0.55833,0.48529,0.51265,1.02791,0.00224,0.000275084,0.000275084,0.000275084
40,1189.04,0.76004,1.10478,0.00198,0.81253,0.43402,0.55861,0.48436,0.511,1.01566,0.00218,0.000253086,0.000253086,0.000253086
41,1218.35,0.7942,1.46374,0.00228,0.8072,0.42327,0.55958,0.47651,0.52558,1.03773,0.0023,0.000231088,0.000231088,0.000231088
42,1255.52,0.7305,1.38102,0.00227,0.80513,0.42729,0.54899,0.45571,0.54419,1.05614,0.00241,0.00020909,0.00020909,0.00020909
43,1304.17,0.72678,1.37322,0.00222,0.80002,0.43747,0.55439,0.45638,0.54495,1.071,0.0024,0.000187092,0.000187092,0.000187092
44,1340.81,0.73024,1.37516,0.0023,0.7838,0.44803,0.5544,0.45358,0.55478,1.09245,0.00244,0.000165095,0.000165095,0.000165095
45,1376.64,0.75851,1.34562,0.00217,0.78417,0.45391,0.55339,0.45212,0.56611,1.10768,0.00254,0.000143097,0.000143097,0.000143097
46,1412.75,0.73277,1.33556,0.0023,0.7881,0.45391,0.55362,0.45264,0.56744,1.11889,0.00256,0.000121099,0.000121099,0.000121099
47,1449.49,0.75163,1.38658,0.0022,0.78023,0.45679,0.56384,0.46567,0.55866,1.12239,0.00249,9.91012e-05,9.91012e-05,9.91012e-05
48,1476.5,0.7475,1.36244,0.0022,0.7722,0.46159,0.56357,0.46673,0.55619,1.11512,0.00246,7.71034e-05,7.71034e-05,7.71034e-05
49,1514.61,0.74453,1.38073,0.00205,0.77602,0.46976,0.56102,0.46585,0.55811,1.10886,0.00242,5.51056e-05,5.51056e-05,5.51056e-05
50,1551.92,0.7067,1.35522,0.00222,0.77343,0.46397,0.55881,0.46588,0.5515,1.09824,0.00239,3.31078e-05,3.31078e-05,3.31078e-05
